MP identifier,Coordinates [pixels],Coordinates [µm],,,Polymer group,Number of pixels [-],Area on map [µm²],Major dimension [µm],Minor dimension [µm],Volume [µm³],Mass [ng],Sampling_Site,Sample_replicate,Sampling_Period
MP_9,[1839,1189],[10115,6540],pp,16,484,28.8,21.4,4137.596,3.93072,Kirakkakoski (S24),3,July2023
MP_1,[1290,1600],[7095,8800],pet,18,544.5,40.7,17,3708.413,5.11761,Jäniskoski (S25),1,July2023
MP_2,[883,1987],[4857,10929],pe,407,12311.8,204,76.8,378365.438,359.44716,Jäniskoski (S25),1,July2023
MP_3,[917,1049],[5044,5770],pe,214,6473.5,148.6,55.5,143653.406,136.47073,Jäniskoski (S25),1,July2023
MP_4,[971,228],[5341,1254],pe,85,2571.3,93.2,35.1,36118.949,34.313,Jäniskoski (S25),1,July2023
MP_5,[1133,969],[6232,5330],pe,30,907.5,49.7,23.3,8444.204,8.02199,Jäniskoski (S25),1,July2023
MP_6,[1132,1670],[6226,9185],pe,97,2934.3,79.9,46.8,54879.395,52.13543,Jäniskoski (S25),1,July2023
MP_7,[1492,1453],[8206,7992],pe,71,2147.8,59.2,46.2,39666.656,37.68332,Jäniskoski (S25),1,July2023
MP_8,[1614,539],[8877,2965],pe,464,14036,200.4,89.2,500753.156,475.7155,Jäniskoski (S25),1,July2023
MP_9,[1701,625],[9356,3438],pe,82,2480.5,90.3,35,34718.508,32.98258,Jäniskoski (S25),1,July2023
MP_10,[1716,662],[9438,3641],pe,598,18089.5,309.6,74.4,538327.313,511.41094,Jäniskoski (S25),1,July2023
MP_11,[1794,1218],[9867,6699],pe,830,25107.5,317.6,100.7,1010886.875,960.3425,Jäniskoski (S25),1,July2023
MP_12,[1674,1285],[9207,7068],ps,188,5687,121.7,59.5,135302.5,140.71459,Jäniskoski (S25),1,July2023
MP_13,[1350,1743],[7425,9587],pp,143,4325.8,87.9,62.6,108377.461,102.95859,Jäniskoski (S25),1,July2023
MP_14,[1704,642],[9372,3531],pp,339,10254.8,216.1,60.4,247857.563,235.46469,Jäniskoski (S25),1,July2023
MP_15,[705,582],[3878,3201],pp,229,6927.3,114.6,77,213297.25,202.63239,Jäniskoski (S25),1,July2023
MP_16,[736,829],[4048,4560],pp,13,393.3,33,15.2,2386.677,2.26734,Jäniskoski (S25),1,July2023
MP_17,[964,351],[5302,1931],pp,26,786.5,37.1,27,8493.635,8.06895,Jäniskoski (S25),1,July2023
MP_18,[1084,1782],[5962,9801],pp,35,1058.8,45.5,29.6,12535.977,11.90918,Jäniskoski (S25),1,July2023
MP_19,[1135,1614],[6243,8877],pp,37,1119.3,47.7,29.9,13377.756,12.70887,Jäniskoski (S25),1,July2023
MP_20,[1364,423],[7502,2327],pp,528,15972,191.6,106.2,678221.75,644.31063,Jäniskoski (S25),1,July2023
MP_21,[1599,1377],[8795,7574],pp,286,8651.5,126.9,86.8,300309.938,285.29444,Jäniskoski (S25),1,July2023
MP_22,[730,630],[4015,3465],pp,261,7895.3,138.1,72.8,229931.625,218.43505,Jäniskoski (S25),1,July2023
MP_23,[1101,1203],[6056,6617],pp,121,3660.3,84.9,54.9,80383.492,76.36432,Jäniskoski (S25),1,July2023
MP_24,[1110,796],[6105,4378],pp,88,2662,76.6,44.3,47131.543,44.77496,Jäniskoski (S25),1,July2023
MP_25,[1596,463],[8778,2547],pp,13,393.3,30.1,16.6,2616.905,2.48606,Jäniskoski (S25),1,July2023
MP_26,[1707,1396],[9389,7678],pp,228,6897,143.2,61.3,169199.422,160.73945,Jäniskoski (S25),1,July2023
MP_27,[1784,1320],[9812,7260],pp,97,2934.3,88.5,42.2,49571.723,47.09314,Jäniskoski (S25),1,July2023
MP_1,[2106,1058],[11583,5819],pet,378,11434.5,156.6,93,425291.781,586.90263,Jäniskoski (S25),2,July2023
MP_2,[416,1072],[2288,5896],pe,97,2934.3,111.5,33.5,39323.836,37.35764,Jäniskoski (S25),2,July2023
MP_3,[611,242],[3361,1331],pe,33,998.3,45.4,28,11190.861,10.63132,Jäniskoski (S25),2,July2023
MP_4,[1527,808],[8399,4444],pe,359,10859.8,259.9,53.2,231117.594,219.56172,Jäniskoski (S25),2,July2023
MP_5,[1858,1165],[10219,6408],pe,62,1875.5,69,34.6,25946.941,24.64959,Jäniskoski (S25),2,July2023
MP_6,[1481,1394],[8146,7667],pe,88,2662,79.1,42.9,45640.352,43.35833,Jäniskoski (S25),2,July2023
MP_7,[1643,1857],[9037,10214],pp,114,3448.5,88.5,49.6,68448.328,65.02591,Jäniskoski (S25),2,July2023
MP_8,[635,1403],[3493,7717],pp,350,10587.5,194.8,69.2,293025.5,278.37422,Jäniskoski (S25),2,July2023
MP_9,[810,898],[4455,4939],pp,155,4688.8,112.4,53.1,99630.25,94.64873,Jäniskoski (S25),2,July2023
MP_10,[1012,1091],[5566,6001],pp,247,7471.8,154.1,61.7,184545.172,175.31791,Jäniskoski (S25),2,July2023
MP_11,[1169,604],[6430,3322],pp,126,3811.5,94.1,51.6,78623.039,74.69188,Jäniskoski (S25),2,July2023
MP_12,[1388,754],[7634,4147],pp,221,6685.3,151.3,56.2,150395.375,142.87561,Jäniskoski (S25),2,July2023
MP_13,[1300,480],[7150,2640],pp,43,1300.8,66.6,24.9,12934.475,12.28775,Jäniskoski (S25),2,July2023
MP_1,[418,1642],[2299,9031],pe,86,2601.5,93.7,35.4,36796.738,34.9569,Jäniskoski (S25),3,July2023
MP_2,[647,1559],[3559,8575],pe,162,4900.5,116.4,53.6,105117.594,99.86171,Jäniskoski (S25),3,July2023
MP_3,[660,817],[3630,4494],pe,583,17635.8,319.7,70.2,495419.406,470.64844,Jäniskoski (S25),3,July2023
MP_4,[702,769],[3861,4230],pe,184,5566,104.8,67.6,150548.047,143.02064,Jäniskoski (S25),3,July2023
MP_5,[755,1361],[4153,7486],pe,76,2299,70.9,41.3,37957.887,36.05999,Jäniskoski (S25),3,July2023
MP_6,[1065,404],[5858,2222],pe,79,2389.8,68.9,44.1,42198.586,40.08866,Jäniskoski (S25),3,July2023
MP_7,[1094,1003],[6017,5517],pe,1270,38417.5,308.8,158.4,2433983.5,2312.28425,Jäniskoski (S25),3,July2023
MP_8,[1407,631],[7739,3471],pe,152,4598,99.5,58.8,108232.93,102.82128,Jäniskoski (S25),3,July2023
MP_9,[1535,1322],[8443,7271],pe,514,15548.5,346.3,57.2,355548.094,337.77069,Jäniskoski (S25),3,July2023
MP_10,[1769,990],[9730,5445],pe,21,635.3,35.1,23,5852.274,5.55966,Jäniskoski (S25),3,July2023
MP_11,[2169,1042],[11930,5731],pe,174,5263.5,120.9,55.4,116696.438,110.86162,Jäniskoski (S25),3,July2023
MP_12,[912,395],[5016,2173],ps,63,1905.8,63.8,38,28978.922,30.13808,Jäniskoski (S25),3,July2023
MP_13,[230,1620],[1265,8910],pp,293,8863.3,159.9,70.6,250147.469,237.64009,Jäniskoski (S25),3,July2023
MP_14,[617,791],[3394,4351],pp,103,3115.8,90.6,43.8,54546.262,51.81895,Jäniskoski (S25),3,July2023
MP_15,[777,1847],[4274,10159],pp,21,635.3,50.9,15.9,4041.411,3.83934,Jäniskoski (S25),3,July2023
MP_16,[782,803],[4301,4417],pp,63,1905.8,64,37.9,28917.059,27.47121,Jäniskoski (S25),3,July2023
MP_17,[871,534],[4791,2937],pp,40,1210,52.7,29.3,14161.938,13.45384,Jäniskoski (S25),3,July2023
MP_18,[1119,319],[6155,1755],pp,172,5203,104,63.7,132584.891,125.95564,Jäniskoski (S25),3,July2023
MP_19,[1493,759],[8212,4175],pp,25,756.3,36.6,26.3,7955.531,7.55775,Jäniskoski (S25),3,July2023
MP_20,[1630,1589],[8965,8740],pp,264,7986,137.8,73.8,235786.609,223.99728,Jäniskoski (S25),3,July2023
MP_21,[1896,953],[10428,5242],pp,100,3025,97,39.7,48068.613,45.66518,Jäniskoski (S25),3,July2023
MP_22,[2138,1695],[11759,9323],pp,101,3055.3,159.7,24.4,29770.131,28.28162,Jäniskoski (S25),3,July2023
MP_23,[730,1114],[4015,6127],pp,23,695.8,49.8,17.8,4946.266,4.69895,Jäniskoski (S25),3,July2023
MP_24,[773,1848],[4252,10164],pp,37,1119.3,68.9,20.7,9256.509,8.79368,Jäniskoski (S25),3,July2023
MP_25,[972,222],[5346,1221],pp,18,544.5,45.5,15.2,3315.638,3.14986,Jäniskoski (S25),3,July2023
MP_26,[1758,609],[9669,3350],pp,66,1996.5,78.4,32.4,25906.773,24.61143,Jäniskoski (S25),3,July2023
MP_27,[1958,982],[10769,5401],pp,94,2843.5,68.9,52.5,59744.703,56.75747,Jäniskoski (S25),3,July2023
MP_28,[409,854],[2250,4697],pp,85,2571.3,83.2,39.4,40481.359,38.45729,Jäniskoski (S25),3,July2023
MP_29,[558,215],[3069,1183],pp,22,665.5,33,25.7,6835.216,6.49346,Jäniskoski (S25),3,July2023
MP_30,[630,206],[3465,1133],pp,23,695.8,37.6,23.6,6561.946,6.23385,Jäniskoski (S25),3,July2023
MP_31,[722,1535],[3971,8443],pp,15,453.8,33,17.5,3177.528,3.01865,Jäniskoski (S25),3,July2023
MP_32,[1104,98],[6072,539],pp,232,7018,107.4,83.2,233644.969,221.96272,Jäniskoski (S25),3,July2023
MP_33,[1528,881],[8404,4846],pp,39,1179.8,53.1,28.3,13354.393,12.68667,Jäniskoski (S25),3,July2023
MP_34,[1686,919],[9273,5055],pp,69,2087.3,58.7,45.3,37816.359,35.92554,Jäniskoski (S25),3,July2023
MP_35,[1703,863],[9367,4747],pp,33,998.3,40.5,31.4,12530.885,11.90434,Jäniskoski (S25),3,July2023
MP_36,[1925,1558],[10588,8569],pp,108,3267,88.6,47,61367.234,58.29887,Jäniskoski (S25),3,July2023
MP_37,[42,1053],[231,5792],pp,240,7260,113.9,81.1,235633.125,223.85147,Jäniskoski (S25),3,July2023
MP_38,[1242,1131],[6831,6221],pp,68,2057,63.8,41,33761.285,32.07322,Jäniskoski (S25),3,July2023
MP_39,[1543,1140],[8487,6270],pp,113,3418.3,81.4,53.4,73069.359,69.41589,Jäniskoski (S25),3,July2023
